DATE,TEMPS,ACTIONS,TACHES,KEYS,ETAT_ENVOI,A
13/11/2024,15:51:36,WPCS,insert,"57812_-1, 1",0,
13/11/2024,16:02:44,WPCS,insert,"57815_-7, 1",0,
13/11/2024,16:02:45,WPCS,insert,"57815_-6, 1",0,
13/11/2024,16:02:46,WPCS,insert,"57815_-4, 1",0,
13/11/2024,16:02:47,WPCS,insert,"57815_-2, 1",0,
13/11/2024,16:02:49,WPCS,insert,"57815_-1, 1",0,
14/11/2024,8:52:15,WPCS,insert,"57857_-2, 1",0,
14/11/2024,10:37:45,WPCS,insert,"57837_-10, 1",0,
14/11/2024,10:37:47,WPCS,insert,"57837_-8, 1",0,
14/11/2024,10:37:48,WPCS,insert,"57837_-5, 1",0,
14/11/2024,10:37:48,WPCS,insert,"57837_-1, 1",0,
14/11/2024,11:12:23,WPCS,insert,"57480_-42, 1",0,
14/11/2024,11:12:24,WPCS,insert,"57480_-29, 1",0,
14/11/2024,11:12:25,WPCS,insert,"57480_-26, 1",0,
14/11/2024,11:16:09,WPCS,insert,"58082_-14, 1",0,
14/11/2024,11:16:10,WPCS,insert,"58082_-13, 1",0,
14/11/2024,11:16:10,WPCS,insert,"58082_-12, 1",0,
14/11/2024,11:16:11,WPCS,insert,"58082_-11, 1",0,
14/11/2024,11:16:12,WPCS,insert,"58082_-10, 1",0,
14/11/2024,11:16:12,WPCS,insert,"58082_-9, 1",0,
14/11/2024,11:16:13,WPCS,insert,"58082_-8, 1",0,
14/11/2024,11:16:14,WPCS,insert,"58082_-6, 1",0,
14/11/2024,11:16:15,WPCS,insert,"58082_-5, 1",0,
14/11/2024,11:16:15,WPCS,insert,"58082_-4, 1",0,
14/11/2024,11:16:16,WPCS,insert,"58082_-3, 1",0,
14/11/2024,11:16:16,WPCS,insert,"58082_-2, 1",0,
14/11/2024,11:16:17,WPCS,insert,"58082_-1, 1",0,
14/11/2024,11:21:23,WPCS,overwrite,"58082_-7, 1",0,
14/11/2024,16:31:38,WPCS,insert,"58083_-1, 1",0,
14/11/2024,16:31:39,WPCS,insert,"58083_-2, 1",0,
14/11/2024,16:31:39,WPCS,insert,"58083_-3, 1",0,
14/11/2024,16:31:40,WPCS,insert,"58083_-4, 1",0,
14/11/2024,16:31:41,WPCS,insert,"58083_-5, 1",0,
14/11/2024,16:31:41,WPCS,insert,"58083_-7, 1",0,
14/11/2024,16:31:42,WPCS,insert,"58083_-18, 1",0,
14/11/2024,16:31:43,WPCS,insert,"58083_-19, 1",0,
14/11/2024,16:31:43,WPCS,insert,"58083_-20, 1",0,
14/11/2024,16:32:30,WPCS,insert,"58083_-21, 1",0,
14/11/2024,16:32:31,WPCS,insert,"58083_-22, 1",0,
14/11/2024,16:38:48,WPCS,insert,"58006_-1, 1",0,
14/11/2024,16:38:49,WPCS,insert,"58006_-2, 1",0,
15/11/2024,10:50:20,WPCS,insert,"57857_-4, 1",0,
15/11/2024,11:22:27,WPCS,delete,"57634_-7, 1",0,
15/11/2024,11:24:17,WPCS,insert,"57857_-14, 1",0,
15/11/2024,11:24:18,WPCS,insert,"57857_-13, 1",0,
15/11/2024,11:24:18,WPCS,insert,"57857_-11, 1",0,
15/11/2024,11:24:19,WPCS,insert,"57857_-10, 1",0,
15/11/2024,11:24:19,WPCS,insert,"57857_-9, 1",0,
15/11/2024,11:24:20,WPCS,insert,"57857_-8, 1",0,
15/11/2024,11:24:21,WPCS,insert,"57857_-7, 1",0,
15/11/2024,11:24:21,WPCS,insert,"57857_-6, 1",0,
15/11/2024,11:24:22,WPCS,insert,"57857_-5, 1",0,
15/11/2024,11:24:22,WPCS,insert,"57857_-3, 1",0,
15/11/2024,11:24:23,WPCS,insert,"57857_-1, 1",0,
15/11/2024,11:24:23,WPCS,insert,"57857_-12, 1",0,
15/11/2024,16:19:07,WPCS,insert,"57634_-7, 1",0,
15/11/2024,16:39:15,WPCS,insert,"58071_-6, 1",0,
15/11/2024,16:39:16,WPCS,insert,"58071_-8, 1",0,
15/11/2024,16:39:17,WPCS,insert,"58071_-7, 1",0,
15/11/2024,16:39:18,WPCS,insert,"58071_-1, 1",0,
15/11/2024,16:43:22,WPCS,insert,"58066_-5, 1",0,
15/11/2024,16:43:23,WPCS,insert,"58066_-4, 1",0,
15/11/2024,16:43:24,WPCS,insert,"58066_-1, 1",0,
15/11/2024,16:43:25,WPCS,insert,"58066_-2, 1",0,
15/11/2024,16:43:26,WPCS,insert,"58066_-3, 1",0,
15/11/2024,16:58:27,WPCS,delete,"58071_-7, 1",0,
15/11/2024,16:58:47,WPCS,delete,"57815_-7, 1",0,
15/11/2024,16:58:57,WPCS,delete,"57815_-4, 1",0,
15/11/2024,16:59:07,WPCS,delete,"57815_-2, 1",0,
15/11/2024,16:59:12,WPCS,delete,"57815_-1, 1",0,
15/11/2024,17:10:20,WPCS,insert,"58069_-4, 1",0,
